Subject,Object,DBSCAN_Cluster,Sentence
carbon,footprint,0,"Consider the following reaction that takes place in a modern fertilizer plant (Jan-Petter, 2014): NH3 + HNO3 → NH4NO3 (4) Based on Figure 8, the carbon footprint can be calculated using: Carbon Footprint ECNH3 ∗ CF ∗ NH3AN ECNH3 ∗ CF ∗ NH3HNO3 EHNO3 ∗ GWF"
model,storage,0,• CCS levelized O&M Cost for transport: All transportation is assumed via pipelines and is calculated from the pipeline sub-process model. • CCS levelized O&M Cost for storage: This provides the unit cost of CO2 utilization/storage.
ammonia,capture,0,"Performance Parameters Amine based and ammonia based capture systems were considered for Namrup and Lakwa plants, while for Bongaigaon plant a membrane based capture system was also considered in addition to the amine and ammonia based systems."
ammonia,capture,0,"Performance Parameters Amine based and ammonia based capture systems were considered for Namrup and Lakwa plants, while for Bongaigaon plant a membrane based capture system was also considered in addition to the amine and ammonia based systems."
carbon,footprint,0,"Consider the following reaction that takes place in a modern fertilizer plant (Jan-Petter, 2014): NH3 + HNO3 → NH4NO3 (4) Based on Figure 8, the carbon footprint can be calculated using: Carbon Footprint ECNH3 ∗ CF ∗ NH3AN ECNH3 ∗ CF ∗ NH3HNO3 EHNO3 ∗ GWF"
cost,storage,0,• CCS levelized O&M Cost for transport: All transportation is assumed via pipelines and is calculated from the pipeline sub-process model. • CCS levelized O&M Cost for storage: This provides the unit cost of CO2 utilization/storage.
footprint,carbon,0,"Consider the following reaction that takes place in a modern fertilizer plant (Jan-Petter, 2014): NH3 + HNO3 → NH4NO3 (4) Based on Figure 8, the carbon footprint can be calculated using: Carbon Footprint ECNH3 ∗ CF ∗ NH3AN ECNH3 ∗ CF ∗ NH3HNO3 EHNO3 ∗ GWF"
ammonia,source,0,"N2O ∗ HNO3AN ECAN ∗ CF HeatHNO3 ∗ CFreplaced energy) (5) where, ECNH3 is the energy consumption for ammonia production in GJ per t NH3, CF is the carbon factor of energy source in t CO2 per GJ, and NH3AN is the amount of ammonia used for producing AN with"
cost,utilization,0,• CCS levelized O&M Cost for transport: All transportation is assumed via pipelines and is calculated from the pipeline sub-process model. • CCS levelized O&M Cost for storage: This provides the unit cost of CO2 utilization/storage.
conversion,factor,0," a conversion factor of 0.213 t NH3 / t AN while accounting for 3% eﬃciency loss, NH3HNO3 is the amount of ammonia used for producing nitric acid at a conversion rate of 0.213 t NH3 / t AN while accounting for 6% eﬃciency loss."
carbon,footprint,0,"Consider the following reaction that takes place in a modern fertilizer plant (Jan-Petter, 2014): NH3 + HNO3 → NH4NO3 (4) Based on Figure 8, the carbon footprint can be calculated using: Carbon Footprint ECNH3 ∗ CF ∗ NH3AN ECNH3 ∗ CF ∗ NH3HNO3 EHNO3 ∗ GWF"
carbon,factor,0,"N2O ∗ HNO3AN ECAN ∗ CF HeatHNO3 ∗ CFreplaced energy) (5) where, ECNH3 is the energy consumption for ammonia production in GJ per t NH3, CF is the carbon factor of energy source in t CO2 per GJ, and NH3AN is the amount of ammonia used for producing AN with"
carbon,factor,0,"nting for 3% eﬃciency loss, ECAN is the energy consumption for AN solution and solidiﬁcation process in GJ per t AN, HeatHNO3 is the heat export from nitric acid production in GJ per t AN, and CFreplaced energy is the carbon factor of replaced energy in t"
cost,storage,0,• CCS levelized O&M Cost for transport: All transportation is assumed via pipelines and is calculated from the pipeline sub-process model. • CCS levelized O&M Cost for storage: This provides the unit cost of CO2 utilization/storage.
ammonia,conversion,0," a conversion factor of 0.213 t NH3 / t AN while accounting for 3% eﬃciency loss, NH3HNO3 is the amount of ammonia used for producing nitric acid at a conversion rate of 0.213 t NH3 / t AN while accounting for 6% eﬃciency loss."
carbon,source,0,"N2O ∗ HNO3AN ECAN ∗ CF HeatHNO3 ∗ CFreplaced energy) (5) where, ECNH3 is the energy consumption for ammonia production in GJ per t NH3, CF is the carbon factor of energy source in t CO2 per GJ, and NH3AN is the amount of ammonia used for producing AN with"
storage,cost,0,• CCS levelized O&M Cost for transport: All transportation is assumed via pipelines and is calculated from the pipeline sub-process model. • CCS levelized O&M Cost for storage: This provides the unit cost of CO2 utilization/storage.
carbon,footprint,0,"Using Best Available Techniques (BAT) data from a typical fertilizer plant, the carbon footprint for a natural gas-ﬁred fertilizer plant is 3.6 t CO2-equivalent per t N."
conversion,factor,0,"EHNO3 is the emission from nitric acid production in t N2O per t HNO3, GWFN2O is the global warming factor for N2O in t CO2 eq per t N2O , HNO3AN is the amount of nitric acid used for producing AN with a conversion factor of 0.788t HNO3 / t AN while accou"
carbon,ammonia,0,"N2O ∗ HNO3AN ECAN ∗ CF HeatHNO3 ∗ CFreplaced energy) (5) where, ECNH3 is the energy consumption for ammonia production in GJ per t NH3, CF is the carbon factor of energy source in t CO2 per GJ, and NH3AN is the amount of ammonia used for producing AN with"
storage,utilization,0,• CCS levelized O&M Cost for transport: All transportation is assumed via pipelines and is calculated from the pipeline sub-process model. • CCS levelized O&M Cost for storage: This provides the unit cost of CO2 utilization/storage.
carbon,gas,0,"Using Best Available Techniques (BAT) data from a typical fertilizer plant, the carbon footprint for a natural gas-ﬁred fertilizer plant is 3.6 t CO2-equivalent per t N."
source,ammonia,0,"N2O ∗ HNO3AN ECAN ∗ CF HeatHNO3 ∗ CFreplaced energy) (5) where, ECNH3 is the energy consumption for ammonia production in GJ per t NH3, CF is the carbon factor of energy source in t CO2 per GJ, and NH3AN is the amount of ammonia used for producing AN with"
heat,carbon,0,"nting for 3% eﬃciency loss, ECAN is the energy consumption for AN solution and solidiﬁcation process in GJ per t AN, HeatHNO3 is the heat export from nitric acid production in GJ per t AN, and CFreplaced energy is the carbon factor of replaced energy in t"
footprint,gas,0,"Using Best Available Techniques (BAT) data from a typical fertilizer plant, the carbon footprint for a natural gas-ﬁred fertilizer plant is 3.6 t CO2-equivalent per t N."
cost,utilization,0,• CCS levelized O&M Cost for transport: All transportation is assumed via pipelines and is calculated from the pipeline sub-process model. • CCS levelized O&M Cost for storage: This provides the unit cost of CO2 utilization/storage.
heat,factor,0,"nting for 3% eﬃciency loss, ECAN is the energy consumption for AN solution and solidiﬁcation process in GJ per t AN, HeatHNO3 is the heat export from nitric acid production in GJ per t AN, and CFreplaced energy is the carbon factor of replaced energy in t"
cost,storage,0,• CCS levelized O&M Cost for transport: All transportation is assumed via pipelines and is calculated from the pipeline sub-process model. • CCS levelized O&M Cost for storage: This provides the unit cost of CO2 utilization/storage.
utilization,storage,0,• CCS levelized O&M Cost for transport: All transportation is assumed via pipelines and is calculated from the pipeline sub-process model. • CCS levelized O&M Cost for storage: This provides the unit cost of CO2 utilization/storage.
greenhouse,volcanic ,0,"T ectonic activity has been invoked as the driver of icehouse- greenhouse intervals because variations of volcanic emis- sions in convergent margins exert considerable control on atmospheric CO2 levels and thus climate on timescales of millions of years1,"
transport,carbon,0,"Subduction has the ability to transport large amounts of carbon (modern carbon ﬂux: 68–96 Mt C y−1) to replenish the mantle carbon reservoir at convergent margins3,4."
transport,carbon,0,"Subduction has the ability to transport large amounts of carbon (modern carbon ﬂux: 68–96 Mt C y−1) to replenish the mantle carbon reservoir at convergent margins3,4."
transport,carbon,0,"Subduction has the ability to transport large amounts of carbon (modern carbon ﬂux: 68–96 Mt C y−1) to replenish the mantle carbon reservoir at convergent margins3,4."
carbon,reservoir,0,"Subduction has the ability to transport large amounts of carbon (modern carbon ﬂux: 68–96 Mt C y−1) to replenish the mantle carbon reservoir at convergent margins3,4."
carbon,storage,0,Understanding the behaviour of carbon in subduction zones and its storage in convergent margins is critical to grasping how tectonic activity controls the Earth’s climate.
carbon,reservoir,0,"Subduction has the ability to transport large amounts of carbon (modern carbon ﬂux: 68–96 Mt C y−1) to replenish the mantle carbon reservoir at convergent margins3,4."
carbon,reservoir,0,"Subduction has the ability to transport large amounts of carbon (modern carbon ﬂux: 68–96 Mt C y−1) to replenish the mantle carbon reservoir at convergent margins3,4."
carbon,carbonate,0,"Carbon is concentrated in sediments (carbonated siliciclastic and limestone; ~60 Mt C y−1), altered oceanic crust (~18 Mt C y−1), and suboceanicmantlelayers(1.3–10 Mt C y−1)inmodernsubducting slabs (Fig. 1a)8."
carbon,carbonate,0,"Recently, Stewart and Ague6 indicated that most of the carbon in the carbonated siliciclastic and altered oceanic crust (>90%) is released via metamorphic decarbonation reactions during inﬁltration of a water-bearing ﬂuid at forearc depths (Fig. 1a)."
carbonate,dissolution,0,The carbonate dissolution and hydrous melting of carbonate-bearing crustal materials were advocated as two potential pathways for transferring subducted carbon to the mantle wedge at subarc depths9–11.
pressure,dissolution,0,"Fully hydrated oceanic crust loses about two-thirds of its initial water content in the pressure interval below 2 GPa; the efﬁciency of car- bonate dissolution has not been investigated at higher pressures9,13. The fate of marble is poorly constrained."
carbonate,carbon,0,The carbonate dissolution and hydrous melting of carbonate-bearing crustal materials were advocated as two potential pathways for transferring subducted carbon to the mantle wedge at subarc depths9–11.
